Name;Screen Size;Camera;RAM;Battery;Price
HTC Desire 825;5.5 inch Screen;13MP Camera;2GB RAM;2700mAh ;Rs. 11,899
Zopo Flash X Plus;5.5 inch Screen;13MP Camera;3GB RAM;3100mAh ;Rs. 7,500 
Huawei Honor V8;5.7 inch Screen;12MP Camera;4GB RAM;3500mAh ;- 
ZTE Axon 7;5.5 inch Screen;20MP Camera;4GB RAM;3140mAh ;- 
Apple iPhone X 256GB;5.8 inch Screen;12MP Camera;3GB RAM;-;Rs. 1,02,0
Intex Aqua Fish;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 5,999 
Xiaomi Mi 5S;5.1 inch Screen;12MP Camera;3GB RAM;3200mAh ;- 
LG Optimus G Pro E988;5.5 inch Screen;13MP Camera;2GB RAM;3140mAh ;Rs. 10,990
LG G4 Stylus 16GB;5.7 inch Screen;8MP Camera;1GB RAM;3000mAh ;Rs. 9,999 
HTC One A9;5 inch Screen;13MP Camera;2GB RAM;2150mAh ;Rs. 24,269
Panasonic P71 2GB;5 inch Screen;8MP Camera;2GB RAM;2000mAh ;Rs. 6,400 
LYF Flame 1;4.5 inch Screen;5MP Camera;1GB RAM;2000mAh ;Rs. 4,999 
Huawei Mate 9 Pro (6GB/128GB);5.5 inch Screen;20MP Camera;6GB RAM;3000mAh ;Rs. 52,315
Xiaomi Redmi Note 5A;5.5 inch Screen;12MP Camera;3000mAh ;-;Rs. 9,600 
Intex Aqua 4G;5 inch Screen;8MP Camera;1GB RAM;2300mAh ;Rs. 6,999 
Motorola M2;5.5 inch Screen;16MP Camera;4GB RAM;3250mAh ;- 
Meizu E2;5.5 inch Screen;13MP Camera;3GB RAM;3300mAh ;Rs. 11,999
LYF Water 9;5.5 inch Screen;8MP Camera;1GB RAM;2800mAh ;Rs. 7,999 
Intex Aqua Power 4G;5 inch Screen;8MP Camera;1GB RAM;2000mAh ;Rs. 5,775 
Panasonic Eluga Mark;5.5 inch Screen;13MP Camera;2GB RAM;2500mAh ;Rs. 10,990
HTC One M9+ Prime Camera Edition;5 inch Screen;13MP Camera;2GB RAM;2840mAh ;Rs. 14,300
iBall Andi 5G Blink 4G;5 inch Screen;5MP Camera;1GB RAM;2300mAh ;Rs. 5,899 
InFocus M535 Plus;5.5 inch Screen;13MP Camera;3GB RAM;2600mAh ;Rs. 8,990 
Swipe Konnect Neo 4G;4 inch Screen;5MP Camera;512MB RAM;2000mAh ;Rs. 2,750 
Coolpad Conjr;5 inch Screen;13MP Camera;3GB RAM;2500mAh ;- 
Celkon Diamond Q4G Swift;4.5 inch Screen;5MP Camera;1GB RAM;1600mAh ;Rs. 4,790 
Coolpad Cool S1;5.5 inch Screen;16MP Camera;4GB RAM;4070mAh ;Rs. 24,999
Xolo Black;5.5 inch Screen;13MP Camera;2GB RAM;3200mAh ;Rs. 11,936
Sony Xperia XA1 Plus;5.5 inch Screen;23MP Camera;3GB RAM;3430mAh ;Rs. 24,999
Lava X11 4G;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 7,980 
Zopo Speed 7;5 inch Screen;13.2MP Camera;3GB RAM;2500mAh ;Rs. 7,999 
Celkon Diamond 4G Plus;5 inch Screen;8MP Camera;1GB RAM;2200mAh ;Rs. 8,970 
Zen Admire Metal;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;Rs. 5,300 
Intex Aqua Ace Mini;5 inch Screen;8MP Camera;2GB RAM;3000mAh ;Rs. 6,799 
Huawei P10 Plus;5.5 inch Screen;20MP Camera;4GB RAM;3750mAh ;Rs. 49,999
Nubia Z17 Lite;5.5 inch Screen;12MP Camera;6GB RAM;3100mAh ;Rs. 29,999
Intex Aqua Ace II;5 inch Screen;8MP Camera;3GB RAM;3000mAh ;Rs. 6,999 
LG phoenix 3;5 inch Screen;5MP Camera;1.5GB RAM;2500mAh ;Rs. 5,335 
Swipe Elite 2;4.5 inch Screen;8MP Camera;1GB RAM;1900mAh ;Rs. 4,550 
Alcatel PIXI 4 (6);6 inch Screen;8MP Camera;1.5GB RAM;2580mAh ;Rs. 5,599 
Videocon Delite 11;5 inch Screen;5MP Camera;1GB RAM;3000mAh ;Rs. 4,599 
Intex Elyt-E1;5 inch Screen;8MP Camera;2GB RAM;2200mAh ;Rs. 6,590 
Ziox Astra Viva 4G;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;Rs. 5,094 
Lava Z90;5.2 inch Screen;8MP Camera;3GB RAM;2750mAh ;Rs. 9,999 
LYF Water 5;5 inch Screen;13MP Camera;2GB RAM;2920mAh ;Rs. 8,200 
HTC Desire 820Q Dual Sim;5.5 inch Screen;13MP Camera;1GB RAM;2600mAh ;Rs. 12,490
Intex Aqua Strong 5.2;5 inch Screen;5MP Camera;2GB RAM;2800mAh ;Rs. 6,600 
Meizu Pro 6s;5.2 inch Screen;12MP Camera;4GB RAM;3060mAh ;Rs. 14,990
Gionee M6;5.5 inch Screen;13MP Camera;4GB RAM;5000mAh ;Rs. 27,990
Centric L1;5 inch Screen;8MP Camera;2GB RAM;2050mAh ;- 
LeEco Le Pro 3;5.5 inch Screen;16MP Camera;4GB RAM;4070mAh ;- 
Lenovo Phab Plus;6.8 inch Screen;13MP Camera;2GB RAM;3500mAh ;Rs. 13,999
Sansui S74;5 inch Screen;8MP Camera;2GB RAM;3000mAh ;Rs. 6,399 
Cat S60;4.7 inch Screen;13MP Camera;3GB RAM;3800mAh ;Rs. 32,999
Kult 10;5 inch Screen;13MP Camera;3GB RAM;2350mAh ;Rs. 5,400 
Intex Aqua 4G+;5 inch Screen;13MP Camera;2GB RAM;2300mAh ;Rs. 7,199 
Lenovo Zuk Edge;5.5 inch Screen;13MP Camera;4GB RAM;3100mAh ;Rs. 22,499
ZTE ZMax Pro;6 inch Screen;13MP Camera;2GB RAM;3400mAh ;Rs. 10,990
Huawei P10;5.5 inch Screen;12MP Camera;4GB RAM;3500mAh ;Rs. 40,927
Essential PH-1;5.7 inch Screen;13MP Camera;4GB RAM;3040mAh ;Rs. 44,999
Micromax Unite 4;5 inch Screen;8MP Camera;1GB RAM;2500mAh ;Rs. 6,290 
Hyve Storm;5 inch Screen;13MP Camera;2GB RAM;2000mAh ;Rs. 5,420 
TCL Fit;5.5 inch Screen;8MP Camera;2GB RAM;2800mAh ;Rs. 6,222 
Lava A89;5 inch Screen;5MP Camera;1GB RAM;2000mAh ;Rs. 5,999 
Celkon CliQ;5 inch Screen;16MP Camera;2GB RAM;2500mAh ;Rs. 7,244 
Intex Aqua GenX;5.5 inch Screen;13MP Camera;2GB RAM;2850mAh ;Rs. 8,599 
LYF Wind 7i;5 inch Screen;8MP Camera;1GB RAM;2250mAh ;Rs. 5,720 
Asus Zenfone Go 5.0 (ZB500KL);5 inch Screen;13MP Camera;2GB RAM;2600mAh ;Rs. 6,490 
Zopo Speed 7 Plus;5.5 inch Screen;13.2MP Camera;3GB RAM;3000mAh ;Rs. 8,999 
Huawei Honor 6A;5 inch Screen;13MP Camera;2GB RAM;3020mAh ;Rs. 7,499 
InFocus EPIC 1;5.5 inch Screen;16MP Camera;3GB RAM;3000mAh ;Rs. 12,399
Asus ZenFone 2 Deluxe 128GB;5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;Rs. 22,993
Intex Cloud S9;5.5 inch Screen;8MP Camera;2GB RAM;3650mAh ;Rs. 6,499 
TCL 562;5.5 inch Screen;13MP Camera;3GB RAM;2960mAh ;Rs. 7,999 
iBall Andi 5Q Gold 4G;5 inch Screen;8MP Camera;1GB RAM;3000mAh ;Rs. 6,199 
Intex Cloud Jewel;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 7,000 
Panasonic Eluga Arc;4.7 inch Screen;8MP Camera;2GB RAM;1800mAh ;Rs. 7,490 
Videocon Krypton3 V50JG;5 inch Screen;13MP Camera;2GB RAM;3000mAh ;Rs. 5,889 
Lenovo K3 Note Music;5.5 inch Screen;13MP Camera;2GB RAM;2900mAh ;Rs. 9,999 
Lava X17;5 inch Screen;8MP Camera;1GB RAM;2350mAh ;Rs. 6,300 
Asus Zenfone Go 5.0 LTE (T500);5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 6,890 
Panasonic P71;5 inch Screen;8MP Camera;1GB RAM;2000mAh ;Rs. 6,450 
InFocus M370 i;5 inch Screen;8MP Camera;2GB RAM;2230mAh ;Rs. 6,300 
LG Nexus 5X 32GB;5.2 inch Screen;12.3MP Camera;2GB RAM;2700mAh ;Rs. 18,699
LeEco Le S3;5.5 inch Screen;16MP Camera;3GB RAM;3000mAh ;- 
Obi Worldphone MV1;5 inch Screen;8MP Camera;1GB RAM;2500mAh ;Rs. 5,500 
Videocon Q1 V500K;5 inch Screen;13MP Camera;2GB RAM;3000mAh ;Rs. 7,999 
ZTE Blade V6;5 inch Screen;13MP Camera;2GB RAM;2200mAh ;Rs. 6,545 
Intex Aqua Wing;4 inch Screen;5MP Camera;1GB RAM;1500mAh ;Rs. 4,149 
Ziox Astra 4G;5 inch Screen;5MP Camera;1GB RAM;2450mAh ;Rs. 4,499 
Videocon Graphite1 V45ED;4.5 inch Screen;8MP Camera;1GB RAM;2000mAh ;Rs. 3,800 
Zen Cinemax Click;5.5 inch Screen;8MP Camera;1GB RAM;2700mAh ;Rs. 5,500 
Lenovo A7000 Turbo;5.5 inch Screen;13MP Camera;2GB RAM;2900mAh ;Rs. 9,800 
Sony Xperia X Performance;5 inch Screen;23MP Camera;3GB RAM;2700mAh ;Rs. 39,589
Gionee M6S Plus;6 inch Screen;12MP Camera;6GB RAM;6020mAh ;Rs. 32,800
HTC Desire 530;5 inch Screen;8MP Camera;1.5GB RAM;2200mAh ;Rs. 9,999 
Huawei Nexus 6P 64GB;5.7 inch Screen;12.3MP Camera;3GB RAM;3450mAh ;Rs. 42,998
Zopo Color M4;4 inch Screen;5MP Camera;1GB RAM;1450mAh ;Rs. 4,989 
Karbonn A41 Power;4 inch Screen;2MP Camera;1GB RAM;2300mAh ;Rs. 3,699 
Gionee CTRL V6L LTE;5 inch Screen;8MP Camera;1GB RAM;1950mAh ;Rs. 7,500 
ZTE A110;4 inch Screen;2MP Camera;1GB RAM;1600mAh ;Rs. 3,290 
Panasonic Eluga Icon2;5.5 inch Screen;13MP Camera;2GB RAM;3000mAh ;Rs. 8,799 
Zopo Color F5;5 inch Screen;8MP Camera;2GB RAM;2100mAh ;Rs. 5,700 
InFocus M808;5.2 inch Screen;13MP Camera;2GB RAM;2450mAh ;Rs. 6,690 
Videocon Delite 21;5 inch Screen;8MP Camera;1GB RAM;3000mAh ;Rs. 5,099 
Gionee W909;4.2 inch Screen;16MP Camera;4GB RAM;2530mAh ;Rs. 42,990
Panasonic Eluga Pulse X;5.5 inch Screen;13MP Camera;3GB RAM;3000mAh ;Rs. 9,690 
LG V10;5.7 inch Screen;16MP Camera;4GB RAM;3000mAh ;Rs. 44,999
iVOOMi Me 2;4.5 inch Screen;8MP Camera;2GB RAM;2000mAh ;Rs. 3,999 
LG G4 (64GB) Dual Sim;5.5 inch Screen;16MP Camera;3GB RAM;3000mAh ;- 
LYF Wind 1;5 inch Screen;8MP Camera;1GB RAM;2300mAh ;Rs. 5,499 
LG K3;4.5 inch Screen;5MP Camera;1GB RAM;1940mAh ;Rs. 5,389 
LeEco Le Max Pro;6.3 inch Screen;21MP Camera;4GB RAM;3400mAh ;Rs. 34,999
Huawei Nova Plus;5.5 inch Screen;16MP Camera;3GB RAM;3340mAh ;- 
LYF Wind 1 8GB;5 inch Screen;8MP Camera;1GB RAM;2300mAh ;Rs. 5,149 
CREO Mark 1;5.5 inch Screen;21MP Camera;3GB RAM;3100mAh ;Rs. 19,999
InFocus Bingo 50;5 inch Screen;8MP Camera;3GB RAM;2500mAh ;Rs. 5,799 
Panasonic Eluga L2;5.5 inch Screen;8MP Camera;1GB RAM;2500mAh ;Rs. 8,014 
Xiaomi Redmi 2 (16GB);4.7 inch Screen;8MP Camera;1GB RAM;2200mAh ;- 
Intex Aqua Turbo 4G;5 inch Screen;5MP Camera;1GB RAM;3000mAh ;Rs. 6,299 
Mtech Turbo 4G;5 inch Screen;3.2MP Camera;1GB RAM;2000mAh ;Rs. 4,439 
Panasonic Eluga Tapp;5 inch Screen;8MP Camera;2GB RAM;2800mAh ;Rs. 7,250 
Vivo X6S Plus;5.7 inch Screen;16MP Camera;4GB RAM;3000mAh ;Rs. 36,999
LG X5;5.5 inch Screen;13MP Camera;2GB RAM;2800mAh ;Rs. 11,700
InFocus M2 4G;4.2 inch Screen;8MP Camera;1GB RAM;2010mAh ;Rs. 6,999 
Lenovo A6000 Plus;5 inch Screen;8MP Camera;2GB RAM;2300mAh ;Rs. 8,101 
Good One Spark;5 inch Screen;8MP Camera;1GB RAM;2150mAh ;Rs. 4,499 
Google Pixel 2 XL;6 inch Screen;12.2MP Camera;4GB RAM;3520mAh ;Rs. 73,000
Nextbit Robin;5.2 inch Screen;13MP Camera;3GB RAM;2680mAh ;Rs. 19,999
iberry Auxus 4X;5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;Rs. 15,990
Reach Allure Speed;5 inch Screen;8MP Camera;1GB RAM;2500mAh ;Rs. 4,999 
Asus Zenfone 4 Selfie Pro (ZD552KL);5.5 inch Screen;16MP Camera;4GB RAM;3000mAh ;Rs. 23,999
Motorola Moto Z2 Force;5.5 inch Screen;12MP Camera;4GB RAM;-;Rs. 46,999
Zen Admire Buzz 4G;5 inch Screen;5MP Camera;768MB RAM;2000mAh ;Rs. 4,599 
BlackBerry Aurora;5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;Rs. 33,999
HTC One X10;5.5 inch Screen;16MP Camera;3GB RAM;4000mAh ;Rs. 23,000
Swipe Elite VR;5.5 inch Screen;13MP Camera;1GB RAM;3000mAh ;- 
Google Pixel 2 128GB;5 inch Screen;12.2MP Camera;4GB RAM;2700mAh ;Rs. 70,000
Xolo Era X;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 4,599 
Panasonic Eluga I2 Activ;5 inch Screen;8MP Camera;1GB RAM;2200mAh ;Rs. 6,470 
Zen Admire Snap;5 inch Screen;8MP Camera;2GB RAM;2000mAh ;Rs. 5,798 
Intex Cloud Crystal 2.5D;5 inch Screen;8MP Camera;3GB RAM;2200mAh ;Rs. 6,185 
Zopo Color M5;5 inch Screen;5MP Camera;1GB RAM;2100mAh ;Rs. 3,830 
Zen Admire Thrill;4.5 inch Screen;5MP Camera;1GB RAM;1750mAh ;Rs. 4,381 
Zen Admire Dragon;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;Rs. 4,994 
Videocon Krypton V50FG;5 inch Screen;13MP Camera;2GB RAM;2200mAh ;Rs. 6,600 
Zopo Color F2;5.5 inch Screen;8MP Camera;1GB RAM;2300mAh ;Rs. 5,980 
Gionee S9;5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;Rs. 24,990
Huawei Y7;5.5 inch Screen;12MP Camera;2GB RAM;4000mAh ;Rs. 14,999
Infinix Zero 4 Plus;5.98 inch Screen;20.7MP Camera;4GB RAM;4000mAh ;Rs. 24,999
Sony Xperia E5 Dual Sim;5 inch Screen;13MP Camera;1.5GB RAM;2700mAh ;- 
Panasonic Eluga Switch;5.5 inch Screen;13MP Camera;2GB RAM;2910mAh ;Rs. 10,499
Karbonn K9 Kavach 4G;5 inch Screen;5MP Camera;1GB RAM;2300mAh ;Rs. 5,100 
Intex Aqua Craze;5 inch Screen;8MP Camera;1GB RAM;2500mAh ;Rs. 5,479 
Intex Aqua Secure;4.5 inch Screen;5MP Camera;1GB RAM;1900mAh ;Rs. 5,899 
Mtech Ace Pro 4G;4 inch Screen;3.2MP Camera;512MB RAM;1800mAh ;Rs. 3,299 
Intex Aqua Crystal;5 inch Screen;8MP Camera;1GB RAM;2100mAh ;Rs. 8,193 
InFocus Bingo 21;4.5 inch Screen;8MP Camera;2GB RAM;2300mAh ;Rs. 6,900 
Zen Admire Thrill Plus;4.5 inch Screen;5MP Camera;1GB RAM;1750mAh ;Rs. 4,195 
Brandsdaddy Magic Plus;5 inch Screen;13MP Camera;2GB RAM;3500mAh ;Rs. 16,199
Yu Yunique;4.7 inch Screen;8MP Camera;1GB RAM;2000mAh ;Rs. 5,799 
Swipe Konnect Star;4 inch Screen;5MP Camera;1GB RAM;1800mAh ;Rs. 3,199 
Asus ZenFone 2 Laser 2GB/16GB (ZE500KL);5 inch Screen;13MP Camera;2GB RAM;2070mAh ;Rs. 7,499 
Comio C2;5 inch Screen;8MP Camera;2GB RAM;4000mAh ;Rs. 6,999 
Meizu Pro 6 (128GB);5.2 inch Screen;21MP Camera;6GB RAM;2560mAh ;Rs. 35,940
Huawei P9 Lite;5.2 inch Screen;13MP Camera;3GB RAM;3000mAh ;- 
Blu Energy XL;6 inch Screen;13MP Camera;3GB RAM;5000mAh ;- 
Intex Aqua E4;4 inch Screen;2MP Camera;1GB RAM;1800mAh ;Rs. 4,899 
Sony Xperia Z3 Dual;5.2 inch Screen;20.7MP Camera;3GB RAM;3100mAh ;Rs. 21,999
LYF Flame 5;4 inch Screen;5MP Camera;512MB RAM;1650mAh ;Rs. 8,999 
Videocon Ultra50;5 inch Screen;13MP Camera;3GB RAM;3000mAh ;Rs. 8,990 
Huawei Mate 9 Pro (4GB/64GB);5.5 inch Screen;20MP Camera;4GB RAM;3000mAh ;Rs. 46,390
Ringing Bells Elegance;5 inch Screen;8MP Camera;1GB RAM;2800mAh ;Rs. 4,499 
Centric P1+;5 inch Screen;8MP Camera;3GB RAM;3950mAh ;Rs. 8,999 
ZTE Blade V8 Mini;5 inch Screen;13MP Camera;2GB RAM;2800mAh ;- 
Comio C1;5 inch Screen;8MP Camera;1GB RAM;2700mAh ;Rs. 5,999 
Comio S1;5.2 inch Screen;13MP Camera;2GB RAM;2700mAh ;Rs. 8,299 
Zen Admire Neo;4.5 inch Screen;5MP Camera;512MB RAM;2000mAh ;Rs. 3,999 
Lenovo A6000 Shot;5 inch Screen;13MP Camera;2GB RAM;2300mAh ;Rs. 9,999 
Zen Admire Joy;5 inch Screen;5MP Camera;768MB RAM;2000mAh ;Rs. 4,290 
Google Pixel 2 XL 128GB;6 inch Screen;12.2MP Camera;4GB RAM;3520mAh ;Rs. 83,000
Intex Aqua View;5 inch Screen;8MP Camera;2GB RAM;2200mAh ;Rs. 6,999 
Blu Life Mark;5 inch Screen;13MP Camera;2GB RAM;2300mAh ;Rs. 5,449 
Reach Allure Ultra;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;Rs. 3,990 
Meizu E2 (4GB/64GB);5.5 inch Screen;13MP Camera;4GB RAM;3300mAh ;- 
Onida i4G1;5 inch Screen;8MP Camera;1GB RAM;2300mAh ;Rs. 5,399 
Huawei Y5 (2017);5 inch Screen;8MP Camera;2GB RAM;3000mAh ;Rs. 8,499 
TCL Pride T500L;5 inch Screen;13MP Camera;2GB RAM;3050mAh ;Rs. 5,550 
HTC Desire 10 lifestyle;5.5 inch Screen;13MP Camera;3GB RAM;2700mAh ;Rs. 15,990
Alcatel Flash;5.5 inch Screen;13MP Camera;3GB RAM;3100mAh ;- 
LYF Wind 5;5 inch Screen;8MP Camera;1GB RAM;2000mAh ;Rs. 6,099 
Itel Selfiepro S41;5 inch Screen;8MP Camera;3GB RAM;2700mAh ;Rs. 6,990 
Intex Aqua Raze;4.5 inch Screen;5MP Camera;1GB RAM;1800mAh ;Rs. 5,084 
Sansui S50;4.5 inch Screen;5MP Camera;1GB RAM;2000mAh ;Rs. 3,699 
InFocus M370;5 inch Screen;8MP Camera;2GB RAM;2230mAh ;Rs. 7,466 
Zen Admire Sense;5 inch Screen;5MP Camera;1GB RAM;2300mAh ;Rs. 5,289 
Zopo Color C;4.5 inch Screen;5MP Camera;1GB RAM;1700mAh ;Rs. 3,830 
LeEco Le 1 Pro;5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;Rs. 27,999
LG X mach;5.5 inch Screen;12MP Camera;3GB RAM;3000mAh ;- 
LeEco Le 1 Pro (64GB);5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;Rs. 29,999
Meizu M3 32GB;5 inch Screen;13MP Camera;3GB RAM;2870mAh ;Rs. 9,999 
Lenovo Lemon 3;5 inch Screen;13MP Camera;2GB RAM;2750mAh ;Rs. 13,990
Meizu Pro 6 Plus (128GB);5.7 inch Screen;12MP Camera;4GB RAM;3400mAh ;Rs. 32,800
Huawei Nova;5 inch Screen;12MP Camera;3GB RAM;3020mAh ;- 
Centric G1;5.5 inch Screen;8MP Camera;3GB RAM;2900mAh ;Rs. 9,000 
HTC Desire 828 (CDMA+GSM);5.5 inch Screen;13MP Camera;2GB RAM;2800mAh ;- 
Intex Aqua Style III;5.9 inch Screen;8MP Camera;1GB RAM;2500mAh ;- 
Mtech Tez 4G;5 inch Screen;5MP Camera;1GB RAM;2500mAh ;Rs. 4,559 
LG Zero;5 inch Screen;13MP Camera;1.5GB RAM;2050mAh ;Rs. 9,999 
Asus ZenFone 2 Deluxe 256GB;5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;Rs. 39,999
Meizu Pro 6;5.2 inch Screen;21MP Camera;4GB RAM;2560mAh ;Rs. 31,830
Meizu Pro 6 Plus;5.7 inch Screen;12MP Camera;4GB RAM;3400mAh ;Rs. 29,900
Meizu M3 Max;6 inch Screen;13MP Camera;3GB RAM;4100mAh ;- 
Meizu MX6;5.5 inch Screen;12MP Camera;4GB RAM;3060mAh ;Rs. 20,040
InFocus Bingo 20;4.5 inch Screen;8MP Camera;1GB RAM;2300mAh ;Rs. 5,235 
Intex Cloud Fame;4.5 inch Screen;5MP Camera;1GB RAM;1800mAh ;Rs. 6,376 
Videocon Graphite2 V45GD;4.5 inch Screen;8MP Camera;1GB RAM;2000mAh ;Rs. 4,999 
Yu Yunique Plus;4.7 inch Screen;8MP Camera;2GB RAM;2000mAh ;Rs. 6,399 
Lenovo S90 Sisley;5 inch Screen;13MP Camera;1GB RAM;2300mAh ;Rs. 8,990 
Sony Xperia Z5 Compact;4.6 inch Screen;23MP Camera;2GB RAM;2700mAh ;Rs. 27,499
Archos Diamond 2 Plus;5.5 inch Screen;20MP Camera;4GB RAM;3000mAh ;- 
ZTE Blade V7;5.2 inch Screen;13MP Camera;2GB RAM;2500mAh ;Rs. 11,990
EXTREME X-Tel 9500 V2;4 inch Screen;8MP Camera;2GB RAM;2800mAh ;- 
Sony Xperia X Compact;4.6 inch Screen;23MP Camera;3GB RAM;2700mAh ;Rs. 34,990
Infinix Hot 4;5.5 inch Screen;8MP Camera;2GB RAM;4000mAh ;Rs. 7,499 
Ziox QUIQ Aura 4G;5 inch Screen;5MP Camera;1GB RAM;3000mAh ;Rs. 5,199 
InFocus M425 Bingo;4.5 inch Screen;8MP Camera;1GB RAM;2300mAh ;Rs. 4,750 
InFocus M812;5.5 inch Screen;13MP Camera;3GB RAM;2900mAh ;Rs. 8,990 
Huawei P9 Plus;5.5 inch Screen;12MP Camera;4GB RAM;3400mAh ;Rs. 56,686
Gionee Steel 2;5 inch Screen;8MP Camera;3GB RAM;4000mAh ;- 
Oppo A77;5.5 inch Screen;13MP Camera;4GB RAM;3200mAh ;Rs. 23,999
LeEco Cool S1;5.5 inch Screen;16MP Camera;4GB RAM;4070mAh ;Rs. 25,990
Zen Admire Glory;4 inch Screen;2MP Camera;512MB RAM;1750mAh ;Rs. 3,499 
Reach Allure Plus;5.5 inch Screen;10MP Camera;1GB RAM;2600mAh ;Rs. 5,999 
Zopo Color C3;5 inch Screen;8MP Camera;1GB RAM;2100mAh ;Rs. 4,790 
Videocon Krypton 22 V50TF;5 inch Screen;8MP Camera;2GB RAM;2450mAh ;Rs. 5,485 
Brandsdaddy BD Magic;4.7 inch Screen;13MP Camera;2GB RAM;2200mAh ;Rs. 13,999
Zopo Color X 5.5;5.5 inch Screen;8MP Camera;1GB RAM;2500mAh ;Rs. 7,999 
Alcatel Idol 4;5.2 inch Screen;13MP Camera;3GB RAM;2610mAh ;Rs. 16,999
Meizu M3;5 inch Screen;13MP Camera;2GB RAM;2870mAh ;Rs. 7,999 
ZTE Blade V7 Lite;5 inch Screen;8MP Camera;2GB RAM;2500mAh ;Rs. 8,990 
Micromax Canvas Fire 6;5 inch Screen;8MP Camera;1GB RAM;3050mAh ;- 
ZTE Small Fresh 4;5.2 inch Screen;13MP Camera;2GB RAM;2450mAh ;Rs. 10,920
Nokia Lumia 635;4.5 inch Screen;5MP Camera;1GB RAM;1830mAh ;- 
Zopo Color C5;5 inch Screen;5MP Camera;1GB RAM;2100mAh ;Rs. 6,999 
Acer Liquid Z6 Plus;5.5 inch Screen;13MP Camera;3GB RAM;4080mAh ;- 
Infinix Note 3;6 inch Screen;13MP Camera;2GB RAM;4500mAh ;Rs. 16,990
Meizu M5c;5 inch Screen;8MP Camera;2GB RAM;3000mAh ;Rs. 17,899
Asus Zenfone 2 (32GB) (ZE551ML);5.5 inch Screen;13MP Camera;2GB RAM;3000mAh ;- 
Meizu M3 Note (16GB);5.5 inch Screen;13MP Camera;2GB RAM;4100mAh ;- 
iBall Andi Sprinter 4G;5 inch Screen;8MP Camera;1GB RAM;2100mAh ;Rs. 5,899 
LG K4;4.5 inch Screen;5MP Camera;1GB RAM;1940mAh ;Rs. 6,990 
Archos Diamond Plus;5.5 inch Screen;16MP Camera;2GB RAM;2850mAh ;- 
Meizu M3X (4GB/64GB);5.5 inch Screen;12MP Camera;4GB RAM;3200mAh ;- 
TCL 580;5 inch Screen;13MP Camera;3GB RAM;2460mAh ;Rs. 13,941
Meizu M5s;5.2 inch Screen;13MP Camera;2GB RAM;2930mAh ;- 
Micromax Flagship V400;5.5 inch Screen;13MP Camera;2GB RAM;2930mAh ;- 
ZTE Blade Max 3;6 inch Screen;13MP Camera;2GB RAM;4000mAh ;Rs. 12,800
Xolo LT900;4.3 inch Screen;8MP Camera;1GB RAM;1810mAh ;Rs. 15,441
InFocus Bingo 50 Plus;5.5 inch Screen;13MP Camera;3GB RAM;2600mAh ;Rs. 7,999 
Meizu PRO 5 4GB/64GB;5.7 inch Screen;21MP Camera;4GB RAM;3050mAh ;Rs. 33,999
ZTE Blade A2;5 inch Screen;13MP Camera;2GB RAM;2500mAh ;- 
HTC One S9;5 inch Screen;13MP Camera;2GB RAM;2840mAh ;Rs. 37,425
Archos Diamond 2 Note;6 inch Screen;16MP Camera;3GB RAM;3610mAh ;- 
ZTE Blade D2;5 inch Screen;5MP Camera;1GB RAM;4000mAh ;- 
ZSTONE X1;5 inch Screen;8MP Camera;1GB RAM;2800mAh ;- 
Sony Xperia Ion LTE;4.5 inch Screen;12MP Camera;1GB RAM;1900mAh ;- 
Lenovo Vibe S1 Lite;5 inch Screen;13MP Camera;2GB RAM;2700mAh ;Rs. 13,499
ZTE Blade A2S;5.2 inch Screen;13MP Camera;3GB RAM;2540mAh ;- 
Asus Asus Zenfone 2 (4GB/32GB) (ZE551ML);5.5 inch Screen;13MP Camera;4GB RAM;3000mAh ;- 
Intex Aqua Prime 4G;5.5 inch Screen;8MP Camera;1GB RAM;2800mAh ;Rs. 6,555 
Microsoft Lumia 550;4.7 inch Screen;5MP Camera;1GB RAM;2100mAh ;Rs. 9,900 
General GM 5;5 inch Screen;13MP Camera;2GB RAM;2500mAh ;Rs. 16,990
Meizu M3X;5.5 inch Screen;12MP Camera;3GB RAM;3200mAh ;Rs. 16,895
Meizu M3E;5.5 inch Screen;13MP Camera;3GB RAM;3100mAh ;- 
ZSTONE Y1;5 inch Screen;13MP Camera;2GB RAM;2800mAh ;- 
HTC Desire 620;5 inch Screen;8MP Camera;1GB RAM;2100mAh ;- 
Gionee Steel 2 (32GB);5 inch Screen;8MP Camera;3GB RAM;4000mAh ;- 
